title,budget,revenue,runtime,genres,release_date,production_companies,director
Teenage Mutant Ninja Turtles: Mutant Mayhem,75000000,180513586,100,"Animation, Comedy, Action, Science Fiction",2023-07-31,"Paramount Pictures, Nickelodeon Movies, Point Grey Pictures, Cinesite Animation, Mikros Animation",Jeff Rowe
Paul,40000000,98000000,104,"Adventure, Comedy, Science Fiction",2011-02-14,"Universal Pictures, Relativity Media, Working Title Films, Big Talk Studios",Greg Mottola
Tron,17000000,33000000,96,"Science Fiction, Action, Adventure",1982-07-09,"Lisberger/Kushner Productions, Walt Disney Productions",Steven Lisberger
King Kong,207000000,562363449,187,"Adventure, Drama, Action",2005-12-12,"Universal Pictures, WingNut Films, Big Primate Pictures, MFPV Film",Peter Jackson
The Exorcism,22000000,12610418,96,"Horror, Thriller",2024-05-30,"Miramax, Outerbanks Entertainment",Joshua John Miller
Bee Movie,150000000,287594577,91,"Family, Animation, Adventure, Comedy",2007-10-28,"Columbus 81 Productions, DreamWorks Animation",Simon J. Smith
Game Night,37000000,117501013,100,"Mystery, Comedy, Crime",2018-02-15,"New Line Cinema, Aggregate Films, Davis Entertainment",John Francis Daley
John Q,36000000,102244770,116,"Drama, Thriller, Crime",2002-02-15,"Evolution Entertainment, New Line Cinema, Burg/Koules Productions",Nick Cassavetes
Platoon,6000000,138530565,120,"Drama, War, Action",1986-12-19,"Hemdale Film Corporation, Cinema 86, Cinema 84, Orion Pictures",Oliver Stone
Immaculate,9000000,35340015,89,"Horror, Mystery, Thriller",2024-03-20,"Black Bear Pictures, Fifty-Fifty Films, Middle Child Films",Michael Mohan
Quo Vadis,7623000,21037000,171,"Drama, History, Romance",1951-11-08,Metro-Goldwyn-Mayer,Mervyn LeRoy
Operation Fortune: Ruse de Guerre,50000000,37800000,113,"Action, Adventure, Comedy, Crime, Thriller",2023-01-04,"Miramax, STXfilms, Toff Guy Films, AZ Celtic Films",Guy Ritchie
Apocalypse Now,31500000,150000000,147,"Drama, War",1979-05-19,"United Artists, American Zoetrope",Francis Ford Coppola
The Nightmare Before Christmas,18000000,75634409,76,"Fantasy, Animation, Family",1993-10-09,"Touchstone Pictures, Skellington Productions",Henry Selick
Scream 2,24000000,172363301,120,"Horror, Mystery",1997-12-12,"Dimension Films, Konrad Pictures, Craven-Maddalena Films",Wes Craven
Dirty Dancing,6000000,214577242,100,"Drama, Music, Romance",1987-08-21,"Great American Films Limited Partnership, Vestron Pictures",Emile Ardolino
Psycho,806947,50048065,109,"Horror, Thriller, Mystery",1960-06-22,Shamley Productions,Alfred Hitchcock
Shazam! Fury of the Gods,125000000,134038006,130,"Comedy, Action, Fantasy",2023-03-15,"New Line Cinema, The Safran Company, DC Films",David F. Sandberg
Ponyo,34000000,202404009,100,"Animation, Fantasy, Family",2008-07-19,"Studio Ghibli, TOHO, Nippon Television Network Corporation, dentsu, Hakuhodo DY Media Partners, The Walt Disney Company (Japan), Mitsubishi",Hayao Miyazaki
The Prosecutor,38500000,128093757,117,"Action, Drama, Crime, Thriller",2024-12-08,"Mandarin Motion Pictures, China’s Huace Pictures, Super Bullet Pictures",Donnie Yen
The Whale,3000000,55101305,117,Drama,2022-12-09,"A24, Protozoa Pictures",Darren Aronofsky
Peter Pan,4000000,87400000,77,"Animation, Family, Adventure, Fantasy",1953-02-05,Walt Disney Productions,Clyde Geronimi
X-Men: Days of Future Past,250000000,747862775,132,"Action, Adventure, Science Fiction",2014-05-15,"Bad Hat Harry Productions, The Donners' Company, 20th Century Fox, Marvel Entertainment, TSG Entertainment, Genre Films",Bryan Singer
The Secret World of Arrietty,23000000,149660003,94,"Fantasy, Animation, Family",2010-07-16,"Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi Shoji, dentsu, TOHO, Nippon Television Network Corporation, Wild Bunch, The Walt Disney Company (Japan)",Hiromasa Yonebayashi
Aliens vs Predator: Requiem,40000000,130290885,94,"Action, Science Fiction, Thriller, Horror",2007-12-25,"Dune Entertainment, Davis Entertainment, 20th Century Fox, Brandywine Productions",Colin Strause
Once Upon a Time in the West,5000000,5380118,166,"Drama, Western",1968-12-21,"Paramount Pictures, Rafran Cinematografica, San Marco",Sergio Leone
Ice Age: Collision Course,105000000,408579038,95,"Adventure, Animation, Family, Comedy, Science Fiction",2016-06-23,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",Mike Thurmeier
The Lost City,74000000,192907684,112,"Action, Adventure, Comedy",2022-03-24,"Fortis Films, 3dot Productions, Exhibit A",Aaron Nee
Event Horizon,60000000,26700000,95,"Horror, Science Fiction, Mystery",1997-08-15,"Impact Pictures, Paramount Pictures, Golar Productions, Lawrence Gordon Productions",Paul W. S. Anderson
Gattaca,36000000,12532777,106,"Thriller, Science Fiction, Mystery, Romance",1997-09-07,"Jersey Films, Columbia Pictures",Andrew Niccol
Hulk,137000000,245360480,138,"Science Fiction, Adventure, Action",2003-06-19,"Marvel Enterprises, Universal Pictures, Good Machine, Valhalla Motion Pictures",Ang Lee
Nightbitch,20000000,170737,98,"Comedy, Horror",2024-12-06,"Annapurna Pictures, Bond Group Entertainment, Defiant By Nature, Archer Gray",Marielle Heller
RoboCop,13000000,53424681,102,"Action, Thriller, Science Fiction",1987-07-17,"Orion Pictures, Jon Davison Productions",Paul Verhoeven
Night at the Museum,110000000,574480841,108,"Action, Adventure, Comedy, Family, Fantasy",2006-12-20,"1492 Pictures, 21 Laps Entertainment, 20th Century Fox, Ingenious Media, Sun Canada Productions",Shawn Levy
Moneyball,50000000,110206216,134,Drama,2011-09-23,"Columbia Pictures, Michael De Luca Productions, Sidney Kimmel Entertainment, Specialty Films",Bennett Miller
The Jungle Book,4000000,378000000,78,"Family, Animation, Adventure",1967-10-18,Walt Disney Productions,Wolfgang Reitherman
The Texas Chainsaw Massacre,9500000,107967319,98,Horror,2003-05-21,"Next Entertainment, Platinum Dunes, Radar Pictures, New Line Cinema, Focus Features",Marcus Nispel
The Hunger Games: Mockingjay - Part 2,160000000,653428261,137,"Action, Adventure, Science Fiction",2015-11-18,"Lionsgate, Color Force, Studio Babelsberg",Francis Lawrence
Maze Runner: The Scorch Trials,61000000,312296056,131,"Science Fiction, Action, Thriller, Adventure",2015-09-09,"Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox",Wes Ball
Taken 2,45000000,376100000,91,"Action, Crime, Thriller",2012-09-27,"EuropaCorp, Grive Productions, M6 Films, 20th Century Fox, Karma Film Prod, Taken 2, Dune Entertainment",Olivier Megaton
One Flew Over the Cuckoo's Nest,3000000,108981275,133,Drama,1975-11-19,"Fantasy Films, United Artists",Miloš Forman
"Girl, Interrupted",40000000,48350205,127,Drama,1999-12-21,"Red Wagon Entertainment, Columbia Pictures",James Mangold
The Girl on the Train,45000000,173200000,112,"Thriller, Mystery, Drama, Crime",2016-10-05,"Reliance Entertainment, DreamWorks Pictures, Marc Platt Productions",Tate Taylor
The Raid 2,4500000,6566916,150,"Action, Crime, Thriller",2014-03-27,"XYZ Films, PT. Merantau Films, Stage 6 Films",Gareth Evans
Sherlock Holmes: A Game of Shadows,125000000,334615000,129,"Adventure, Action, Crime, Mystery",2011-11-22,"Village Roadshow Pictures, Silver Pictures, Wigram Productions, Lin Pictures",Guy Ritchie
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,3800000,20100000,89,"Comedy, Crime",1996-01-12,"Ivory Way Productions, Island Pictures",Paris Barclay
The Call of the Wild,109000000,111200000,100,"Adventure, Family, Drama",2020-02-19,"3 Arts Entertainment, 20th Century Studios, TSG Entertainment, Halon Entertainment",Chris Sanders
Batman,35000000,411348924,126,"Fantasy, Action, Crime",1989-06-21,"Warner Bros. Pictures, Polygram Pictures, Guber/Peters Company",Tim Burton
10 Cloverfield Lane,15000000,110216998,104,"Thriller, Science Fiction, Drama, Horror",2016-03-10,Bad Robot,Dan Trachtenberg
Jojo Rabbit,14000000,82468705,108,"Comedy, War, Drama",2019-10-18,"Fox Searchlight Pictures, Defender Films, Piki Films",Taika Waititi
Sisu,6200000,13000000,91,"Action, War, Adventure",2022-09-09,"Subzero Film Entertainment, Good Chaos, Stage 6 Films",Jalmari Helander
Legend,25000000,42972994,132,"Crime, Thriller",2015-09-09,"Working Title Films, Anton Capital Entertainment, StudioCanal, Cross Creek Pictures",Brian Helgeland
After We Fell,14000000,21753705,99,"Romance, Drama",2021-09-01,"Voltage Pictures, Wattpad, Vertical, Ethea Entertainment, CalMaple Films",Castille Landon
My Girl,17000000,59490000,103,"Comedy, Drama",1991-11-27,"Columbia Pictures, Imagine Entertainment",Howard Zieff
Valerian and the City of a Thousand Planets,177200000,225973340,137,"Adventure, Science Fiction, Action",2017-07-20,"Belga Films, River Road Entertainment, Grive Productions, EuropaCorp, UFA, Fundamental Films, Gulf Film, Novo Pictures, TF1 Films Production, Orange Studio, BNP Paribas Fortis",Luc Besson
Kung Fu Hustle,20000000,102034104,99,"Action, Comedy, Crime, Fantasy",2004-02-10,"Huayi Brothers & Taihe Film Investment, Star Overseas, Beijing Film Studio, CP Film Production Asia, Columbia Pictures, Sony Pictures Classics, China Film Group Corporation",Stephen Chow
Fly Me to the Moon,100000000,42247783,132,"Romance, Comedy",2024-07-10,"These Pictures, Berlanti Productions, Apple Studios",Greg Berlanti
Star Wars: Episode I - The Phantom Menace,115000000,924317558,136,"Adventure, Action, Science Fiction",1999-05-19,Lucasfilm Ltd.,George Lucas
Homefront,22000000,51695362,100,"Action, Thriller",2013-11-12,"Open Road Films, Millennium Media, Universal Pictures",Gary Fleder
The Book of Eli,80000000,157107755,118,"Action, Thriller, Science Fiction",2010-01-14,"Alcon Entertainment, Silver Pictures",Albert Hughes
Atomic Blonde,30000000,100014025,115,"Action, Adventure, Thriller",2017-07-26,"Focus Features, Denver & Delilah Productions, 87Eleven, Sierra/Affinity, Closed on Mondays Entertainment, TGIM Films, Film i Väst",David Leitch
Bolt,150000000,309979994,98,"Animation, Family, Adventure, Comedy",2008-11-21,"Walt Disney Animation Studios, Walt Disney Pictures",Chris Williams
The Skin I Live In,13000000,33750478,120,"Drama, Horror, Mystery, Thriller",2011-08-17,El Deseo,Pedro Almodóvar
All of Us Strangers,5000000,14864960,105,"Romance, Drama, Fantasy",2023-12-22,"Film4 Productions, Blueprint Pictures, Searchlight Pictures, TSG Entertainment",Andrew Haigh
Ferdinand,111000000,295038508,108,"Animation, Family, Adventure, Comedy",2017-12-09,"Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox",Carlos Saldanha
127 Hours,18000000,35700000,94,"Adventure, Drama, Thriller",2010-11-12,"Fox Searchlight Pictures, Pathé, Everest Entertainment, Cloud Eight Films, Decibel Films, DSP, Film4 Productions, Dune Entertainment, Big Screen Productions, Down Productions",Danny Boyle
Superman,55000000,300500000,143,"Science Fiction, Action, Adventure",1978-12-14,"Dovemead Films, Alexander and Ilya Salkind Productions, International Film Production",Richard Donner
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,112,"Action, Adventure, Comedy, Family, Science Fiction",2016-06-01,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners",Dave Green
Friends with Benefits,35000000,149500000,110,"Romance, Comedy",2011-07-21,"Castle Rock Entertainment, Olive Bridge Entertainment",Will Gluck
The Fabelmans,40000000,45629909,151,Drama,2022-11-11,"Amblin Entertainment, Reliance Entertainment",Steven Spielberg
The SpongeBob Movie: Sponge on the Run,60000000,4700000,95,"Family, Animation, Fantasy, Adventure, Comedy",2020-08-14,"United Plankton Pictures, Nickelodeon Movies, Paramount Animation, Paramount Pictures, MRC, Mikros Image, Mikros Animation",Tim Hill
Red Sparrow,69000000,151572634,140,"Thriller, Mystery",2018-02-28,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",Francis Lawrence
Twelve Monkeys,29000000,168841459,129,"Science Fiction, Thriller, Mystery",1995-12-29,"Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions",Terry Gilliam
The Mechanic,40000000,51070807,93,"Action, Thriller, Crime",2011-01-13,"CBS Films, Nu Image, Millenium Films, Chartoff-Winkler Productions",Simon West
Mrs. Doubtfire,25000000,441286195,125,"Comedy, Drama, Family",1993-11-24,"20th Century Fox, Blue Wolf Productions",Chris Columbus
The Crow,23000000,93722164,102,"Fantasy, Action, Thriller",1994-05-11,"Entertainment Media Investment, Jeff Most Productions, Pressman Film, Dimension Films",Alex Proyas
Stand by Me,8000000,52300000,89,"Crime, Drama",1986-08-08,"Columbia Pictures, Act III Productions",Rob Reiner
The Punisher,33000000,54700105,124,"Action, Crime, Drama",2004-04-15,"Lions Gate Films, VIP Medienfonds 3, Valhalla Motion Pictures, Marvel Enterprises, VIP 2 Medienfonds",Jonathan Hensleigh
Plane,25000000,74515586,107,"Action, Adventure, Thriller",2023-01-12,"MadRiver Pictures, di Bonaventura Pictures, G-BASE, Olive Hill Media, Riverstone Pictures",Jean-François Richet
Ant-Man and the Wasp: Quantumania,388369742,476071180,125,"Action, Adventure, Science Fiction",2023-02-15,"Marvel Studios, Kevin Feige Productions",Peyton Reed
Mulan,200000000,69965374,115,"Adventure, Fantasy, Action, Family",2020-09-04,"Walt Disney Pictures, Good Fear, Jason T. Reed Productions",Niki Caro
Rocky,1000000,225253184,120,Drama,1976-11-20,Winkler Films,John G. Avildsen
Midnight in Paris,17000000,151119219,94,"Fantasy, Comedy, Romance",2011-05-11,"Pontchartrain Productions, Gravier Productions, Mediapro, Versátil Cinema",Woody Allen
Terminator Salvation,200000000,371353001,115,"Action, Science Fiction, Thriller",2009-05-20,"The Halcyon Company, Moritz Borman Productions, Wonderland Sound and Vision, Lin Pictures, Mandate International, T Asset Acquisition Company",McG
Megalopolis,120000000,13857002,138,"Science Fiction, Drama",2024-09-25,"American Zoetrope, Caesar Film",Francis Ford Coppola
He's Just Not That Into You,40000000,178866158,129,"Comedy, Romance, Drama",2009-02-06,"Flower Films, Warner Bros. Pictures, New Line Cinema",Ken Kwapis
The Sorcerer's Apprentice,150000000,215300000,109,"Fantasy, Adventure, Action",2010-07-13,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Broken Road Productions, Junction Entertainment",Jon Turteltaub
The Terminal,60000000,219417255,128,"Comedy, Drama",2004-06-17,"DreamWorks Pictures, Amblin Entertainment, Parkes/MacDonald Productions",Steven Spielberg
Pearl,1000000,10139416,102,"Horror, Thriller, Drama",2022-09-16,"A24, Little Lamb Productions",Ti West
12 Years a Slave,20000000,187000000,134,"Drama, History",2013-10-18,"New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions",Steve McQueen
Flight,31000000,161772575,138,Drama,2012-11-02,"Paramount Pictures, ImageMovers, Parkes+MacDonald Image Nation",Robert Zemeckis
Men in Black 3,225000000,624000000,106,"Action, Comedy, Science Fiction",2012-05-23,"Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+MacDonald Image Nation, Image Nation Abu Dhabi",Barry Sonnenfeld
Pixels,88000000,244900000,106,"Action, Comedy, Science Fiction, Fantasy",2015-07-16,"Columbia Pictures, Happy Madison Productions, 1492 Pictures, LStar Capital, China Film Group Corporation, Film Croppers Entertainment, Prime Focus",Chris Columbus
The Rock,75000000,335062621,137,"Action, Adventure, Thriller",1996-06-07,"Don Simpson/Jerry Bruckheimer Films, Hollywood Pictures",Michael Bay
The Karate Kid Part II,13000000,115103979,113,"Adventure, Drama, Action, Romance, Family",1986-06-18,"Columbia Pictures, Delphi II Productions",John G. Avildsen
Sliver,40000000,116300000,107,"Drama, Thriller",1993-05-21,"Robert Evans Company, Paramount Pictures",Phillip Noyce
The King's Man,100000000,125897478,131,"Action, Adventure, Thriller",2021-12-22,"Marv, Cloudy Productions, 20th Century Studios",Matthew Vaughn
Million Dollar Baby,30000000,216763646,132,Drama,2004-12-05,"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, ASR Productions, Warner Bros. Pictures",Clint Eastwood
Blade,45000000,131183530,121,"Horror, Action",1998-08-21,"New Line Cinema, Amen Ra Films, Imaginary Forces",Stephen Norrington
13 Going on 30,37000000,96500000,98,"Comedy, Fantasy, Romance",2004-04-13,"Columbia Pictures, Revolution Studios, Thirteen Productions",Gary Winick
The Lobster,4000000,15700000,119,"Comedy, Drama, Romance",2015-10-15,"Scarlet Films, Haut et Court, Eurimages, Lemming Film, Element Pictures, Nederlands Fonds voor de Film, Greek Film Centre, Faliro House Productions, Limp, Film4 Productions, Protagonist Pictures",Yorgos Lanthimos
The Wandering Earth II,73800000,615023132,173,Science Fiction,2023-01-22,"China Film Group Corporation, Guo Fan Culture and Media",Frant Gwo
Anatomy of a Fall,6700000,35634133,151,"Thriller, Mystery, Crime",2023-08-23,"Les Films de Pierre, Les Films Pelléas, France 2 Cinéma, Auvergne-Rhône-Alpes Cinéma",Justine Triet
One Day,15000000,59400000,107,"Drama, Romance",2011-03-02,"Focus Features, Random House Films, Film4 Productions, Color Force",Lone Scherfig
Irreversible,3500000,6500000,94,"Drama, Thriller, Crime",2002-05-22,"Wild Bunch, Eskwad, StudioCanal, Les Cinémas de la Zone, Nord-Ouest Productions, 120 Films, Canal+",Gaspar Noé
